video,action,true_step,predicted_step
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,move coffee,4,4
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,turn-on thermometer,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,take kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,open kettle,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,measure heat,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,5
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,put thermometer,5,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,pour water,6,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
coffee-test-1,take colander,8,6
